compound,spacegroup,grueneisen_parameter,bulk_modulus,poisson_ratio,heat_capacity,thermal_conductivity,thermal_expansion,material_type,debye_temperature
Ba1Ce1O3,221,2.05685,108.375,0.29591,14.2445,7.51346,3.96E-05,Non-Metal,377.009
Er2Si2,63,1.93483,89.441,0.212316,11.508,12.3078,3.98E-05,Metal,347.993
Ni1Sn1Ti1,216,2.12885,110.825,0.302754,8.65725,8.93765,4.10E-05,Non-Metal,348.968
S12Sn8,62,2.23037,53.5295,0.210233,58.7823,2.16694,6.22E-05,Non-Metal,343.102
C1Rh1,216,2.16127,216.944,0.374225,5.60328,12.0006,3.13E-05,Metal,406.914
Mg2S8Sc4,227,1.89089,69.1883,0.332852,39.8641,2.71121,4.63E-05,Non-Metal,383.089
Ho1Ni2Si2,139,2.05303,130.954,0.284468,14.0909,8.9937,4.00E-05,Metal,403.887
Ag2Dy1,139,2.30257,56.6952,0.342152,9.31707,1.88626,7.49E-05,Metal,181.101
Ni2Sn1Yb1,225,2.24954,77.6555,0.374353,12.3093,1.62399,6.82E-05,Metal,199.052
B4N4,70,1.72244,264.368,0.238691,10.8729,47.6192,1.56E-05,Non-Metal,1301.84
Ce2Ni12P7,174,2.26892,164.808,0.320755,58.6091,2.73303,4.09E-05,Metal,432.849
Hf4O4S4,198,1.95993,157.088,0.315622,33.8416,5.46788,3.08E-05,Non-Metal,385.996
Ba1,225,1.10473,7.49546,0.300338,3.08283,3.00786,9.35E-05,Metal,83.9735
Ge3Hf3Mn3,189,2.04622,103.704,0.234534,26.0636,5.82789,4.33E-05,Metal,339.966
Dy6Ge26Rh8,223,2.21231,100.989,0.252042,116.225,1.70786,4.63E-05,Metal,343.007
Pt2Sc2Zn2,63,2.1099,109.684,0.332278,17.7799,3.64881,4.32E-05,Metal,271.951
Be8Re4,194,1.89755,228.887,0.207812,30.4735,16.0888,2.85E-05,Metal,587.124
Cl6K2Mn1,225,2.57825,20.1565,0.268029,30.1054,0.739844,0.000187827,Non-Metal,265.661
C2Er1,139,1.8483,147.574,0.34822,8.56825,10.0905,3.58E-05,Metal,358.088
As8Zn8,61,2.15659,58.9141,0.251812,47.858,1.88182,7.26E-05,Non-Metal,308.09
Co2Zr4,140,1.83195,116.634,0.363303,17.5589,4.48544,3.36E-05,Metal,282.935
As12Co4,204,2.24546,98.7601,0.198336,44.9832,4.49766,4.82E-05,Metal,428.012
Dy2Ir4,227,2.17709,190.226,0.307754,17.5071,7.17934,2.55E-05,Metal,287.03
Cu4In1Yb1,216,2.3651,66.1137,0.289956,18.5075,2.07909,8.78E-05,Metal,257.093
Ba1Nb1O3,221,2.12842,157.547,0.279955,13.5006,11.8894,3.44E-05,Metal,487.92
Al2Ge2Sc2,63,2.04463,78.7616,0.252295,16.9178,6.95652,5.19E-05,Metal,419.866
C1Ru1,187,2.21551,317.464,0.367429,5.36294,18.42,2.55E-05,Metal,491.103
P12Ru4Tb1,204,2.15183,152.03,0.255778,45.1159,6.27663,3.25E-05,Metal,519.086
B2Y1,191,1.7244,154.926,0.147368,6.75173,63.2266,2.76E-05,Metal,760.997
Hf12P8,62,1.93876,148.528,0.28039,57.3561,4.41647,2.81E-05,Metal,337.054
La1Pd3,221,2.39138,93.6694,0.316675,12.0415,3.48336,5.27E-05,Metal,255.089
Sn2Zr6,223,1.87445,95.8583,0.352091,23.6487,3.21006,3.42E-05,Metal,250.99
In1Sb1,216,2.30156,32.5201,0.275389,6.2232,3.02331,7.92E-05,Metal,187.066
Al4Ho2,227,1.8356,76.1391,0.204171,17.1185,9.71003,4.57E-05,Metal,375.055
In1N1Tb3,221,1.96598,81.363,0.207637,14.622,8.78282,4.15E-05,Metal,305.02
Pt2Sn2,194,2.66663,110.716,0.360648,12.1707,2.10653,4.63E-05,Metal,207.981
Dy12Os4,62,1.77659,73.0921,0.310343,47.9475,1.96641,3.70E-05,Metal,195.962
La6Te8,220,2.01831,49.7733,0.31266,42.4547,1.2467,4.98E-05,Metal,190.072
Er2H4,194,1.80986,72.6692,0.254776,17.7046,4.87245,8.37E-05,Metal,341.881
Ag1Ga1,221,2.63599,43.0126,0.381255,6.56576,0.881464,0.000133277,Metal,161.811
Br1Cu1,216,2.42399,31.3738,0.368807,6.50753,1.07312,0.000131959,Non-Metal,170.012
Ge3Mn3Rh3,189,2.32655,119.819,0.321555,26.3305,2.96821,4.83E-05,Metal,331.864
Hg1Pt3,221,2.71139,168.003,0.469207,12.3254,0.26108,3.98E-05,Metal,99.9934
Au1Bi1Li2,216,2.21422,38.1351,0.396551,12.8763,0.516167,0.000119771,Metal,130.973
La1N1,225,1.93642,115.035,0.243189,5.58765,24.2198,3.31E-05,Metal,409.939
In1Zr3,221,1.83812,92.7655,0.269558,11.5926,10.3661,3.45E-05,Metal,315.068
Dy1Ir2Si2,139,2.12625,183.057,0.249778,14.0354,14.2256,2.69E-05,Metal,394.08
Hf2Pd1,139,1.96823,128.432,0.324731,8.87022,8.0095,3.14E-05,Metal,247.997
Os4Se8,205,2.37881,142.057,0.22145,34.0947,5.78844,3.50E-05,Non-Metal,384.886
Ni2Sb4,58,2.25749,78.2789,0.302742,17.9918,2.97558,5.33E-05,Metal,262.075
Mo2N2,194,2.13177,327.083,0.252827,9.3255,37.7592,1.99E-05,Metal,711.082
C1Lu3Sn1,221,1.88599,83.1682,0.194223,14.6269,9.89173,4.17E-05,Metal,301.987
Bi8Ce6Pt6,220,2.26462,90.9215,0.302138,60.1511,1.35003,3.95E-05,Non-Metal,212.029
Ba3I6,189,2.20322,18.2813,0.349925,28.9314,0.314325,0.000114318,Non-Metal,112.921
Pd2Se4Tl4,55,2.35574,40.6623,0.390095,31.6591,0.324234,8.82E-05,Metal,128.082
Cu2Hf8P2,124,1.85133,127.952,0.357869,35.5733,2.6045,3.17E-05,Metal,234
Se6,227,2.08444,16.6705,0.457822,18.8963,0.0931019,8.21E-05,Metal,75.0033
N1Sc1,225,1.93386,179.84,0.187575,4.22206,70.0922,2.52E-05,Non-Metal,842.926
In3Pr1,221,2.29985,51.5544,0.225449,12.2146,3.85668,7.06E-05,Metal,244.054
Ga2Se4Tl2,140,2.20257,38.3317,0.276641,24.8557,1.40384,8.49E-05,Non-Metal,202.935
Be6Cl12,217,1.8596,33.9223,0.14129,49.6136,4.02485,7.35E-05,Non-Metal,487.999
C4Nb16Zn8,227,1.93864,176.562,0.296427,77.0466,4.44282,2.69E-05,Metal,436.047
Ge2Os2Th1,139,2.20682,173.772,0.278474,14.3954,10.1031,2.59E-05,Metal,329.004
Cs2Gd2S4,194,1.96547,43.2463,0.247814,24.0358,2.94447,6.00E-05,Non-Metal,253.035
Co2S6Ta9,189,1.99866,164.06,0.324226,48.9927,3.81112,2.61E-05,Metal,321.026
Er4Ir4Si4,62,2.04198,152.277,0.282169,34.626,5.37884,2.98E-05,Metal,326.007
Nb6Te8,176,2.08868,86.2489,0.239953,40.7536,4.0649,3.55E-05,Metal,311.972
As4Zr4,194,1.99373,113.059,0.268125,22.7125,7.56445,3.26E-05,Metal,372.976
As1In1,216,2.25699,43.5953,0.280629,6.12502,4.3321,7.09E-05,Metal,228.945
Ag2Dy2Se4,109,2.05897,55.955,0.323487,24.3155,1.70974,5.86E-05,Non-Metal,208.959
Rh2Si2Y1,139,2.13371,153.533,0.259815,13.6513,13.2643,3.11E-05,Metal,461.94
In4Rh2Yb2,63,2.3039,64.7461,0.314253,24.5103,1.54142,6.40E-05,Metal,210.109
Cs1F3Mg1,221,2.21288,52.6188,0.257392,15.0515,3.34248,0.000104183,Non-Metal,355.157
Sn4Y2,63,2.07289,54.7765,0.249773,18.0161,3.68175,5.53E-05,Metal,250.926
B6H6K2,225,1.57286,60.4313,0.180469,30.2836,10.454,5.78E-05,Non-Metal,827.165
Ba2Pt4,227,2.47141,91.7257,0.344231,18.3313,1.65864,5.05E-05,Metal,191.009
P1Pt1Y1,187,2.20006,125.765,0.329758,8.80388,6.92832,3.61E-05,Metal,291.993
Be8Fe4,194,1.34616,118.033,0.131826,26.5894,28.6224,3.61E-05,Metal,782.088
Co4N12,204,2.11666,210.647,0.207399,32.3086,13.573,2.99E-05,Metal,900.085
Bi2Ca4,139,1.81535,28.9775,0.185312,18.225,3.69358,7.48E-05,Metal,231.895
Ca2Ir2Sn4,63,2.3624,78.8104,0.296685,24.0783,2.36425,5.20E-05,Metal,251.939
Co1Ti1,221,1.92127,107.037,0.203736,5.39391,28.3162,4.33E-05,Metal,497.146
Mg2O12Ta4,136,2.02399,218.021,0.264503,45.6922,8.94536,2.68E-05,Non-Metal,588.129
Dy6Ge8,63,1.96326,73.577,0.237405,41.3551,3.25765,4.72E-05,Metal,283.987
B8Os6Sc2,63,1.99584,286.06,0.248099,41.2608,12.5849,2.24E-05,Metal,555.987
Cu1Mg1Sn1,216,2.13746,41.2095,0.442989,9.48148,0.402978,9.36E-05,Metal,125.047
Ru4Si4,198,2.16883,230.356,0.277992,20.8476,12.9984,2.51E-05,Non-Metal,542.982
Al1Co2Ti1,225,0.436803,100.223,0.208864,10.6082,213.507,1.11E-05,Metal,480.001
Cu5Nd1,191,1.14215,76.717,0.366226,17.6899,6.53662,3.70E-05,Metal,235.015
B2Ta4,140,1.80164,234.925,0.207703,16.1811,29.4818,2.00E-05,Metal,467.019
Cd1Cs1F3,221,2.39252,44.3103,0.300931,15.7175,1.63207,0.000113326,Non-Metal,258.108
Bi4Ir4Se4,198,2.39594,109.018,0.260064,35.6104,2.96507,4.04E-05,Non-Metal,273.06
Al1Fe2V1,225,2.05782,194.024,0.200004,9.61752,31.4323,2.92E-05,Non-Metal,674.994
Ag3Er3Ge3,189,2.18846,73.4269,0.241687,26.9317,3.19612,5.69E-05,Metal,275.093
Al4Li4O8,92,1.89066,125.125,0.26283,35.5852,8.098,4.09E-05,Non-Metal,788.066
Ge4Pt4Zr4,62,2.22142,159.376,0.29298,34.5832,4.56597,3.12E-05,Metal,336.99
Li4O10Si4,37,1.94436,137.106,0.235162,36.8569,10.3396,3.27E-05,Non-Metal,884.229
Bi16O24,206,2.09739,107.168,0.391946,120.166,0.526131,4.46E-05,Non-Metal,223.069
Rh1Yb1,221,2.12293,68.2185,0.300154,6.10799,4.84541,6.42E-05,Metal,210.019
Ag2Ti2,129,2.1924,86.781,0.296346,11.8102,5.10615,5.38E-05,Metal,311.061
Cu2O3Sr1,65,2.13458,101.013,0.295005,16.9738,5.34777,5.72E-05,Metal,424.165
Ca3Cd3Pb3,189,2.13749,32.2099,0.271234,28.1581,1.07169,9.23E-05,Metal,179.031
Al6C6Gd2,194,1.86965,146.187,0.168945,33.195,15.5586,3.15E-05,Metal,694.148
N1Pd1,225,2.35059,191.045,0.379022,5.76934,7.1347,4.35E-05,Metal,361.914
Ge6Ir7Y4,229,2.22017,159.46,0.247293,48.4265,4.91547,3.08E-05,Metal,366.992
As1Mn1Pd2,225,2.33207,106.911,0.413548,12.1953,1.34173,5.50E-05,Metal,205.024
Ru1Ti1,221,1.96743,199.933,0.263306,5.32371,37.9796,2.34E-05,Metal,498.95
Al3Pr1,221,1.48054,73.6838,0.206579,11.1435,20.2019,3.74E-05,Metal,409.983
Al10C6N2,194,1.85714,158.199,0.223961,37.1622,13.2743,2.86E-05,Non-Metal,871.043
Al1F6K3,225,2.08768,46.7432,0.350031,30.2037,1.23651,0.000104202,Non-Metal,335.173
Hg1Pd1,123,2.8569,91.8667,0.372753,6.26788,1.83017,7.06E-05,Metal,183.075
Ga10Pd2,140,2.55407,60.6768,0.300979,37.2925,1.07668,9.41E-05,Metal,266.971
Er2Mg1,139,1.61532,39.4638,0.290801,9.09511,4.40438,5.90E-05,Metal,183.992
C2O4,122,2.06944,235.235,0.164716,8.08523,47.0631,1.99E-05,Non-Metal,1308.01
As6V10,140,2.12356,162.116,0.296239,43.8464,4.88944,3.40E-05,Metal,458.125
Ho4In2,194,1.8294,51.5168,0.297334,18.1794,2.70017,5.16E-05,Metal,185.949
Sn2V6,223,1.96127,146.507,0.392444,23.3322,2.96193,3.30E-05,Metal,297.026
Ba3O1Pb1,221,2.13,30.493,0.213185,15.4944,2.4635,8.27E-05,Metal,198.96
Dy2Te4,129,1.93234,55.755,0.333803,18.1899,2.07149,4.81E-05,Metal,179.952
Al1Si1Sr1,187,2.0511,50.1896,0.199617,8.59332,10.2376,6.20E-05,Metal,399.032
Pd2Ti1,71,2.29315,146.945,0.402082,8.93807,3.16581,3.93E-05,Metal,251.981
Al1C1Gd3,221,1.61201,67.8482,0.235982,14.61,9.83536,3.84E-05,Metal,287.977
Cl8Mg2Na4,55,2.10467,26.7005,0.292269,43.6226,0.91383,0.000133577,Non-Metal,299.726
Au2Sc1,139,2.40204,98.0044,0.325632,9.09474,3.6584,5.15E-05,Metal,224.952
C12Ce8,220,1.97961,153.017,0.245513,53.6907,6.54563,3.17E-05,Metal,493.09
Br24Cs8Te4,225,2.28943,17.315,0.266307,116.888,0.24536,0.000134488,Non-Metal,162.137
Yb1Zn1,221,2.04297,24.3064,0.216484,6.43676,3.1159,0.000139079,Metal,180.1
B4Ta6,127,1.80458,245.722,0.211876,26.6622,21.3692,2.04E-05,Metal,490.059
Mn6Sn6Zr1,191,2.20088,49.0403,0.269575,39.8489,1.40832,8.13E-05,Metal,249.003
Br1Na1,225,2.21556,13.9837,0.282842,6.88048,1.3306,0.0002342,Non-Metal,188.242
Hf3,191,1.65818,104.782,0.260783,8.81986,14.7496,2.84E-05,Metal,251.992
Ge26Rh8Tb6,223,2.21178,100.527,0.252046,116.19,1.70127,4.62E-05,Metal,343.029
Dy4Pd4Sn4,62,2.24267,85.7315,0.338611,36.205,1.44784,4.66E-05,Metal,219.075
Au1Mn1Sn1,216,2.50956,57.9247,0.377348,9.39762,1.13732,7.62E-05,Metal,163.096
Cd3Dy3Ga3,189,2.13274,60.9017,0.211019,27.0087,3.33026,6.17E-05,Metal,271.915
La1P2Ru2,139,2.18836,152.442,0.252432,13.7661,13.0847,2.97E-05,Metal,443.123
Ag1Yb1,221,2.20855,25.633,0.361421,6.4631,0.763001,0.000126646,Metal,112.038
In2Li1Rh1,225,2.4278,78.596,0.332357,12.2285,2.54831,7.31E-05,Metal,259.874
B4Co4Re4,62,2.16293,251.321,0.300521,32.9661,6.86801,3.01E-05,Metal,448.116
Ge4Ru4Tb4,62,2.06243,119.353,0.350097,35.5213,2.29582,3.63E-05,Metal,258.039
B4Mn1,71,1.83509,255.285,0.15594,7.60192,68.7164,1.97E-05,Metal,1194.3
B2Ru3Tb1,191,2.1056,203.668,0.328753,16.8435,8.26671,2.95E-05,Metal,398.028
O14Sn4Y4,227,2.1438,152.169,0.272322,58.401,4.5744,3.68E-05,Non-Metal,523.879
Au6Ho6Sb8,220,2.25697,75.5686,0.291058,60.5024,1.24937,4.95E-05,Non-Metal,217.971
Ca2Zn2,63,1.9149,27.4652,0.331295,12.4533,1.62682,0.000104057,Metal,210.068
I1K3O1,221,2.16846,13.9787,0.224335,16.6964,1.1755,0.000200555,Non-Metal,214.127
As1Pt5Tl1,123,2.62371,165.33,0.359008,21.0359,2.12786,3.77E-05,Metal,229.036
Rh6Sn6Zr6,190,2.19737,135.931,0.319522,52.2956,2.63753,3.25E-05,Metal,315.018
Cr4O8,205,2.2088,184.056,0.266121,28.3709,8.31568,3.99E-05,Metal,710.98
Si8Sr4,212,2.01495,53.3423,0.277194,35.1433,2.59932,6.20E-05,Metal,341.042
Ge2Mo6,223,2.06936,221.64,0.291257,21.8485,11.909,2.22E-05,Metal,447.937
Ca2Ga4P4,194,2.06407,57.6946,0.20005,28.5025,4.80333,6.25E-05,Non-Metal,412.07
Au1Si1Th1,187,2.19871,110.88,0.278749,8.84426,8.67995,3.40E-05,Metal,271.997
B1In1La3,221,1.63664,43.6141,0.245594,14.9318,5.50418,4.83E-05,Metal,229.037
Ca4O8Pb2,55,2.18196,102.893,0.287493,39.7953,3.10819,5.56E-05,Non-Metal,413.107
Be24N16,206,1.70806,200.211,0.162454,50.9889,16.1629,2.11E-05,Non-Metal,1359.6
Ge4Sc2,63,1.99134,73.7146,0.23017,17.2538,6.85761,5.33E-05,Metal,372.946
Co2P2Ta8,124,1.94063,211.586,0.281122,33.8833,8.85837,2.21E-05,Metal,369.035
H3Li1Sr1,221,1.70791,16.9046,0.301365,15.9071,1.54969,0.000196152,Non-Metal,287.014
Au4Dy8,62,1.9732,61.8845,0.353655,36.5922,0.998892,4.94E-05,Metal,157.001
Pt4S4Sb4,198,2.30592,102.892,0.34426,35.9501,1.64111,4.39E-05,Metal,243.996
Cd2Ge4Tb4,127,2.05974,68.8599,0.237308,29.774,3.36995,5.18E-05,Metal,271.953
Au2Ba1,191,2.41136,38.0305,0.323254,9.50368,1.27186,8.92E-05,Metal,142.004
H24U8,223,2.15454,84.378,0.229184,95.267,1.45192,0.000101241,Metal,374.98
Ag2In1Mg1,225,2.687,44.8134,0.34813,13.0405,0.931927,0.000125735,Metal,193.957
Cr2K2O4,194,2.16131,113.057,0.23914,20.4956,8.42349,5.09E-05,Non-Metal,602.152
Rh8Si10,11,2.23428,180.329,0.285449,48.4543,5.15148,3.13E-05,Metal,491.867
F2Gd2S2,129,2.01038,95.2201,0.282391,17.3376,5.8914,4.73E-05,Non-Metal,350.882
In1Te1,221,2.18847,32.7652,0.405977,6.343,0.706838,9.47E-05,Metal,112.954
Ge4Ir4La2,129,2.21755,143.508,0.344782,29.5407,2.82858,3.25E-05,Metal,263.039
Ge2Rh2Sr1,139,2.29127,102.965,0.234329,14.3601,7.8396,4.40E-05,Metal,371.883
F3K1Pd1,221,2.48253,45.6047,0.327226,15.8252,1.89438,0.000134926,Non-Metal,322.293
N2Re1,187,2.15617,329.811,0.357474,8.15331,15.6876,2.47E-05,Metal,462.975
B24Os4Y8,55,1.86532,205.403,0.151024,82.1919,11.7724,2.58E-05,Metal,742.062
Na2O8Pd6,223,2.3303,141.498,0.35398,46.1321,1.81151,5.25E-05,Metal,378.882
Si2Ta4,140,1.89609,203.877,0.289504,16.9641,13.7945,2.16E-05,Metal,364.04
Ga9Ho3Ru3,221,2.15492,104.342,0.275479,43.8621,2.92529,4.59E-05,Metal,321.942
Os2Si2Tb1,139,2.06654,182.531,0.276888,14.139,12.8169,2.56E-05,Metal,372.954
Pb2V6,223,2.04348,138.983,0.398204,23.7479,2.05604,3.60E-05,Metal,246.005
Cd1F3K1,221,2.30592,46.0139,0.325536,15.5054,1.73222,0.000111363,Non-Metal,292.249
Cd1O1,225,2.27237,114.945,0.335391,5.87818,6.92665,5.67E-05,Metal,334.049
Ba2Mo6Se6,176,2.15415,100.678,0.270689,40.4716,3.76865,3.58E-05,Metal,334.997
P2V2,194,1.1629,95.673,0.232842,10.6754,38.4159,2.82E-05,Metal,485.957
Ba1Pt1Si3,107,2.1967,86.7582,0.24702,14.5512,6.46168,4.91E-05,Metal,342.973
Ga1N1,216,2.0808,161.427,0.255841,5.12625,27.8922,3.76E-05,Non-Metal,584.202
Ho1Pd2Sn1,225,2.35184,97.5389,0.378763,12.1662,1.92516,4.97E-05,Metal,201.022
Ag2O4Y2,194,2.05254,95.2471,0.368022,23.6093,2.29628,4.92E-05,Non-Metal,295.938
In3Sc1,221,2.07272,49.3585,0.357592,12.3257,1.57452,7.13E-05,Metal,182.012
Hg6Yb2,194,2.9585,21.5984,0.35099,29.2508,0.180828,0.000228395,Metal,104.902
Ga4Ta6,127,1.99675,173.507,0.253414,28.4086,8.98879,2.59E-05,Metal,360.007
Ge4Ho4Ru4,62,2.06034,126.1,0.335437,35.3075,2.85276,3.48E-05,Metal,276.052
Al2Pt1,225,2.09916,121.827,0.388823,8.91411,3.90818,3.99E-05,Metal,255.001
N1Nb1,187,1.99788,299.404,0.222852,4.54216,79.184,1.85E-05,Metal,744.998
B8Ru4Y4,62,1.95007,175.736,0.236602,41.0891,9.68317,3.04E-05,Metal,570.963
P2Rh2Sr1,139,2.18879,117.569,0.296454,14.2672,7.12133,3.86E-05,Metal,376.014
Pd4Th4,62,2.11238,95.3325,0.402994,24.21,1.09233,3.47E-05,Metal,157.007
As2Cr2,194,2.35184,75.1826,0.277198,11.8409,4.611,6.70E-05,Metal,338.825
Be26U2,226,1.67261,115.288,0.0924105,60.6254,12.048,4.42E-05,Metal,820.073
Al3Pt3Th3,189,2.11809,115.543,0.352875,26.8499,2.41881,3.28E-05,Metal,222.012
Ba4Ca4Pb4,62,1.95924,22.4978,0.232568,37.3949,1.05157,8.92E-05,Non-Metal,167.961
Be1Ti1,221,1.69116,115.187,0.262357,5.05602,33.5126,3.75E-05,Metal,598.926
Ge4Ir4Tb4,62,2.12884,133.947,0.307499,35.2835,3.41538,3.33E-05,Metal,278.022
Cl24Cs8Pb4,225,2.4708,17.3534,0.315182,120.591,0.156605,0.000166428,Non-Metal,162.069
Mg8Tb4,194,1.686,38.7525,0.315844,36.2807,1.57817,6.70E-05,Metal,222.055
Ho4Mg8,194,1.68703,39.6905,0.329975,36.3628,1.40506,6.67E-05,Metal,211.934
Ba2Sn2,63,2.06444,26.2054,0.255503,12.4001,2.07477,7.80E-05,Metal,171.026
Cl4Pd1Tl2,123,2.4036,22.2847,0.291649,22.7998,0.661356,0.000135157,Non-Metal,167.939
Bi2Cu2Sr2,194,2.13556,37.0312,0.221708,18.5142,2.39852,8.13E-05,Metal,214.013
Ni4Sc1Sn1,216,2.32894,104.508,0.383705,18.1233,1.61775,6.21E-05,Metal,262.928
Cr2F6K2,140,2.1867,52.6858,0.302345,29.7128,1.85145,0.00010071,Non-Metal,380.872
In3Rh3Y3,189,2.10857,91.6165,0.361068,26.9589,1.85101,4.32E-05,Metal,231.976
Cd1Ho1Ni4,216,2.4157,101.226,0.314089,18.0227,2.8081,6.56E-05,Metal,298.162
Se1Sr1,225,1.99599,37.5083,0.230914,6.03751,6.92184,6.76E-05,Non-Metal,254.1
C4Zn12Zr12,227,1.89316,119.366,0.260061,78.2607,3.82638,3.62E-05,Metal,412.893
C1Pb1Y3,221,1.98494,72.4442,0.147625,14.3508,11.828,4.40E-05,Metal,362.99
Al2Cu4Re4,127,2.21106,201.724,0.311835,28.4667,5.52323,3.06E-05,Metal,368.015
H6Pd2Ti4,123,2.02198,126.127,0.336939,33.6181,3.07578,6.16E-05,Metal,446.796
Gd1S1,225,2.05618,83.8949,0.289932,5.89353,9.75186,4.39E-05,Metal,290.057
Se1Yb1,225,1.89271,42.7585,0.228264,6.0813,6.83574,6.71E-05,Non-Metal,216.007
Ba2Cu4Sb4,129,2.24941,49.4145,0.27065,30.6663,1.59952,7.49E-05,Metal,234.003
Pd4Sb4Se4,198,2.33362,80.2083,0.343302,36.2891,1.29034,5.30E-05,Metal,234.972
Na4O8W2,227,2.01072,123.432,0.249075,36.9508,6.76355,4.05E-05,Non-Metal,536.064
Ba4S12Zr4,62,1.98628,68.2413,0.292672,58.3158,2.19048,4.44E-05,Non-Metal,319.975
B1Sc3Sn1,221,1.83252,75.3094,0.169245,13.64,16.0004,4.18E-05,Metal,470.144
Pd4Sb4Zr4,62,2.27385,119.976,0.368524,35.7294,1.63264,3.79E-05,Metal,249.044
Be44W2,227,1.62365,124.787,0.0865366,81.8293,11.866,3.60E-05,Metal,1038.29
Cu3N1,221,2.27364,97.0526,0.352522,11.8503,3.30319,6.45E-05,Non-Metal,326.896
B4Ni12,62,2.16427,211.164,0.354583,44.0315,3.21242,4.08E-05,Metal,459.871
Co2O2,186,1.97713,118.448,0.37313,11.4625,4.85589,5.09E-05,Non-Metal,377.864
Ca1Pd5,191,2.44367,95.5539,0.318548,17.9831,2.70005,5.45E-05,Metal,278.141
Rh4Sr2,227,2.78219,74.4583,0.321537,18.5918,1.57174,7.72E-05,Metal,250.808
Cu2Ga2Zr2,194,2.08748,108.733,0.283334,17.2601,6.28372,4.35E-05,Metal,359.94
Be1Pd2,139,2.37371,147.147,0.339936,8.76049,5.80362,4.94E-05,Metal,342.117
Al1N1,216,1.8566,183.693,0.243917,4.05688,60.2181,2.57E-05,Non-Metal,890.175
F2Hg2,139,2.48707,46.2396,0.317232,12.7652,1.33384,0.000107922,Non-Metal,191.885
Au1Be5,216,1.83739,124.156,0.160539,15.2085,18.1344,5.18E-05,Metal,610.79
Dy1In3,221,1.98554,49.4408,0.303539,12.2397,2.72553,6.57E-05,Metal,192.937
In4Rh4Tb16,216,1.78179,60.4934,0.285487,72.0034,1.52328,4.42E-05,Metal,209.004
C6Mo6,194,2.04378,315.223,0.312105,29.9614,12.3094,2.07E-05,Metal,607.993
Hf4O14Y4,227,1.98906,179.014,0.262609,58.1318,6.43897,2.98E-05,Non-Metal,521.062
Ag1Zn1,221,2.68202,58.7337,0.39293,6.48983,1.06593,0.000117047,Metal,179.097
S4Ta2,194,2.08136,104.392,0.240416,16.953,9.51009,3.43E-05,Metal,389.048
B2Co3Y1,191,1.22341,202.88,0.212508,14.758,57.2399,1.85E-05,Metal,621.934
Co1Sb1Ti1,216,2.12796,131.39,0.274698,8.45106,13.4071,3.58E-05,Non-Metal,400.074
La10Si6,140,1.76002,54.8847,0.283339,47.5854,2.34161,4.48E-05,Metal,246
O14Ti4Y4,227,1.98672,179.4,0.267236,53.5216,7.51764,2.96E-05,Non-Metal,657.042
Au4Ca2,74,2.42963,56.7213,0.394108,18.8428,0.557281,7.63E-05,Metal,139.012
F3K1Mn1,221,2.18713,51.8653,0.296404,14.8746,2.97467,0.000102383,Non-Metal,379.847
As2Ti6,223,2.15714,96.8061,0.301592,22.9102,4.25998,4.86E-05,Metal,382.104
As2Sb6Zr10,193,2.06729,108.389,0.285044,52.1748,3.17827,3.45E-05,Metal,321.961
C6N8,176,1.8722,385.518,0.193316,13.4515,52.063,9.97E-06,Non-Metal,1617.89
Dy1Pt3,221,2.43736,158.801,0.334143,11.9432,4.32304,3.56E-05,Metal,239.014
In3Pd3Y3,189,2.17674,79.1451,0.361934,27.2101,1.42712,5.00E-05,Metal,215.932
Co1Ta1,221,1.90348,170.976,0.272105,5.68996,24.3372,2.80E-05,Metal,357.974
Gd1Hg1,221,2.12253,55.2848,0.327429,6.14371,3.13847,5.86E-05,Metal,160.952
Ba2,194,1.27614,7.28221,0.267538,6.24567,1.81851,0.000114441,Metal,92.0006
Sr1Te1,221,1.96372,32.3655,0.337607,6.17649,2.38108,7.22E-05,Non-Metal,160.015
Ge3Pd6,189,2.56351,135.653,0.38682,27.1263,1.28032,4.93E-05,Metal,251.11
Al8Hf12,136,1.77201,111.735,0.273648,58.0328,4.01457,3.14E-05,Metal,303.955
Na1O3Ta1,221,2.05745,180.825,0.257092,12.8689,17.7321,3.08E-05,Non-Metal,569.057
N8Re4,205,2.21075,262.658,0.340504,33.0018,5.39565,2.98E-05,Metal,445.98
C2Ge6Mo10,193,2.12553,215.758,0.306906,49.2774,5.58414,2.52E-05,Metal,447.978
W4Zr2,227,1.84174,203.183,0.320463,17.2407,11.6196,1.87E-05,Metal,313.992
Cd6Sc2,194,2.32281,49.9473,0.346718,24.9704,0.901495,8.47E-05,Metal,194.006
F6Na1Sb1,225,2.34437,62.4741,0.298398,23.1222,2.72595,7.37E-05,Non-Metal,412.248
C1Mn3Zn1,221,2.4941,62.9043,0.219138,14.958,3.73525,0.000102083,Metal,387.763
As2Ba1Pd2,139,2.36305,72.0169,0.296461,15.1111,2.96232,6.04E-05,Metal,259.947
Pr1Te1,221,2.15899,38.2234,0.273858,6.17935,3.63328,7.31E-05,Metal,185.02
C1W1,225,2.01092,345.093,0.286673,5.28605,44.9704,1.96E-05,Metal,509.047
Ir4S8,205,2.31104,152.721,0.268043,33.7727,5.1415,3.63E-05,Metal,408.101
Ga2In2Te4,140,2.2087,32.3945,0.231862,24.8937,1.6112,8.93E-05,Metal,208.93
Ho1Pd3,221,2.35789,115.279,0.303097,11.8987,4.79181,4.67E-05,Metal,278.896
